id,date,region,address,location,floor,room,sold_price(HKD),actual_area(ft.),built_area(ft.),actual_price(HKD/ft.),built_price(HKD/ft.),source
80c8d8b9d8cbb967a64996b36469d98c,01/10/2024,大圍,美城苑,暉城閣(C座),low,8,12000,381.0,538.0,31.0,22.0,中原網頁
60c1467b4c1ab744e1a4dfd44681fd5b,01/10/2024,土瓜灣,傲雲峰,6座,low,A,19500,479.0,639.0,41.0,31.0,中原網頁
8c8f79184e8c013324b13691c6bc6490,01/10/2024,跑馬地,名仕花園,名仕花園,middle,A,32000,597.0,791.0,54.0,40.0,中原網頁
1921e57977d9f0dae98d8a9a04d839d7,01/10/2024,荃灣西,爵悅庭,西爵軒(B1),low,E,17500,450.0,613.0,39.0,29.0,中原網頁
42cef6d163ddf4ca70d9dfe5d4b0a440,01/10/2024,元朗市中心,御庭居,2座,low,D,20000,622.0,846.0,32.0,24.0,中原網頁
8f6e60e725095a8603a9ab218df74713,01/10/2024,四小龍,泓景臺,8座,middle,A,20000,510.0,683.0,39.0,29.0,中原網頁
833cd8ca81e3ac146a696ece4ff0b743,01/10/2024,西半山,輝煌豪園,輝煌豪園,middle,A,41000,721.0,973.0,57.0,42.0,中原網頁
daacd26be772d907b08cc3db5022d796,01/10/2024,貝沙灣,貝沙灣,5座,low,B,53000,1376.0,1690.0,39.0,31.0,中原網頁
4e1ec6a1ba6aab48f05c06712e1dac33,01/10/2024,土瓜灣,翔龍灣,3座,middle,C,19500,427.0,585.0,46.0,33.0,中原網頁
1df8914db8651c60eb4174c708dff97e,01/10/2024,鰂魚涌,得發大廈,得發大廈,low,C,12500,259.0,374.0,48.0,33.0,利嘉閣網頁
1bbe41c291696b536059d2ad3bead362,01/10/2024,九龍灣,德福花園,B座,low,3,17000,538.0,603.0,32.0,28.0,中原網頁
6c48dcb5e86024d0af6140feeaa7af46,01/10/2024,將軍澳,將軍澳廣場,3A座,middle,E,17800,445.0,608.0,40.0,29.0,利嘉閣網頁
a8280f493f3fe91a69733b53e7526146,01/10/2024,青衣,青盛苑,青盛苑,middle,1,12000,381.0,540.0,31.0,22.0,利嘉閣網頁
316b4264c1c9de4b013929ef375466d6,01/10/2024,藍田,匯景花園,7座,middle,E,23500,614.0,783.0,38.0,30.0,中原網頁
66129195570b3944b5b724e9754ec4ec,01/10/2024,綠楊,綠楊新邨,P座,middle,3,15800,451.0,518.0,35.0,31.0,中原網頁
